Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FD589B,7.89,regular,0.29,Dairy,50.6,OUT75K,2009,Medium,Tier 2,Grocery Store,687.52
FD939T,8.34,regular,0.38,Starchy Foods,64.88,OUT23U,2007,High,Tier 1,Supermarket Type1,1622.59
FD639I,7.6,regular,0.07,Breakfast,257.82,OUT72G,2006,Medium,Tier 1,Grocery Store,980.11
FD258S,12.86,regular,0.17,Canned,204.47,OUT47H,2004,Medium,Tier 3,Supermarket Type3,2915.94
FD584E,9.67,regular,0.07,Hard Drinks,231.73,OUT70B,1990,High,Tier 2,Grocery Store,898.76
FD679I,21.4,regular,0.36,Others,227.26,OUT56F,1998,Small,Tier 3,Supermarket Type3,2101.33
FD541X,11.52,regular,0.03,Hard Drinks,170.28,OUT87L,2001,Small,Tier 2,Supermarket Type2,1362.22
FD708M,7.26,NA,0.35,Health and Hygiene,114.58,OUT54O,1990,Small,Tier 1,Supermarket Type2,1042.02
FD802P,17.19,low,0.04,Frozen Foods,95.99,OUT15U,2006,High,Tier 2,Grocery Store,954.76
FD932O,7.49,regular,0.4,Others,104.45,OUT95G,2002,High,Tier 1,Supermarket Type2,1663.55
FD206F,,regular,0.08,Snack Foods,97.15,OUT46L,1996,Small,Tier 3,Supermarket Type3,1863.37
FD782A,16.01,NA,0.02,Household,80.24,OUT58Q,2000,High,Tier 2,Supermarket Type3,3543.86
FD407R,15.78,regular,0.16,Frozen Foods,231.8,OUT15N,1999,High,Tier 1,Supermarket Type2,2882.57
FD899K,14.1,regular,0.31,Hard Drinks,217.81,OUT39R,2000,Small,Tier 3,Grocery Store,590.41
FD413E,5.41,regular,0.34,Soft Drinks,165.18,OUT79W,2005,Small,Tier 2,Grocery Store,587.45
FD108F,20.2,low,0.04,Snack Foods,199.96,OUT93T,2004,Small,Tier 1,Supermarket Type3,1848.16
FD638Z,18.81,low,0.06,Meat,94.31,OUT20U,2008,Small,Tier 2,Supermarket Type3,2413.24
FD399B,19.38,regular,0.19,Starchy Foods,174.03,OUT90Q,2002,High,Tier 1,Supermarket Type3,3793.93
FD586B,11.38,low,0.2,Others,226.11,OUT66H,2000,Small,Tier 1,Supermarket Type2,1788.86
FD386E,,low,0.03,Fruits and Vegetables,158.9,OUT24G,1989,Small,Tier 1,Supermarket Type1,856.59
FD896Y,5.76,low,0.23,Others,183.62,OUT77K,2007,High,Tier 1,Supermarket Type3,3753.07
FD953P,17.2,NA,0.12,Household,258.49,OUT61F,1985,Medium,Tier 2,Supermarket Type3,2559.7
FD452C,17.55,regular,0.32,Breads,152.13,OUT92D,2002,Small,Tier 1,Supermarket Type2,1818.29
FD769J,9.15,low,0.08,Snack Foods,214.68,OUT63A,2007,Small,Tier 3,Grocery Store,604.11
FD729M,,low,0.1,Others,234.13,OUT11Y,1997,Small,Tier 1,Grocery Store,467.73
FD916T,16.39,low,0.08,Seafood,267.89,OUT30P,1989,High,Tier 1,Grocery Store,1080.98
FD457Z,,regular,0.29,Starchy Foods,55.88,OUT49V,1986,High,Tier 2,Supermarket Type1,1195.77
FD400Z,,low,0.02,Soft Drinks,77.86,OUT28P,1996,High,Tier 3,Supermarket Type3,4051.93
FD333N,10.62,low,0.05,Dairy,245.81,OUT92U,1989,Small,Tier 1,Grocery Store,768.98
FD993P,14.42,regular,0.21,Fruits and Vegetables,109.83,OUT53K,1991,Medium,Tier 3,Supermarket Type3,1989.44
FD621Y,6.44,regular,0.3,Dairy,30.75,OUT35S,2000,Small,Tier 3,Supermarket Type3,1431.8
FD413T,16.9,low,0.04,Snack Foods,82.96,OUT20O,1998,Medium,Tier 2,Supermarket Type2,2238.64
FD433U,7.91,low,0.05,Starchy Foods,245.26,OUT82G,1994,Medium,Tier 3,Grocery Store,805.18
FD871P,19.81,regular,0.36,Soft Drinks,90.52,OUT83S,1992,Medium,Tier 3,Grocery Store,790.69
FD484J,7.33,low,0.17,Starchy Foods,211.76,OUT31R,2005,High,Tier 2,Supermarket Type3,2996.82
FD474V,12.31,low,0.15,Others,92.09,OUT94B,1987,High,Tier 1,Supermarket Type2,2159.3
FD388R,21.0,regular,0.23,Meat,62.75,OUT12G,2000,Small,Tier 1,Supermarket Type3,1678.52
FD192G,11.0,low,0.2,Baking Goods,172.73,OUT91K,2001,Medium,Tier 3,Supermarket Type3,2105.88
FD628N,16.56,low,0.22,Starchy Foods,91.53,OUT88V,1995,Small,Tier 3,Supermarket Type1,736.73
FD199B,14.46,low,0.39,Breakfast,119.27,OUT21Q,2004,Medium,Tier 1,Grocery Store,980.68
FD355U,13.37,regular,0.26,Hard Drinks,128.85,OUT27X,1992,Medium,Tier 3,Supermarket Type1,1357.6
FD952T,18.71,low,0.2,Breakfast,268.75,OUT59W,2004,Small,Tier 1,Supermarket Type2,1529.92
FD112U,19.99,regular,0.34,Breads,222.88,OUT84L,1995,Small,Tier 3,Supermarket Type2,1721.94
FD916T,18.96,low,0.1,Dairy,37.65,OUT84X,2005,High,Tier 2,Grocery Store,1229.72
FD722S,13.08,low,0.16,Starchy Foods,78.79,OUT98E,2000,High,Tier 1,Grocery Store,1204.2
FD334M,6.97,regular,0.1,Dairy,109.62,OUT81O,2003,High,Tier 3,Grocery Store,1093.08
FD134L,13.99,low,0.23,Breads,78.67,OUT59O,2004,High,Tier 1,Supermarket Type2,2136.45
FD364L,4.93,regular,0.31,Starchy Foods,116.94,OUT89P,2000,Medium,Tier 2,Supermarket Type1,1376.25
FD470M,18.11,regular,0.31,Fruits and Vegetables,80.3,OUT78I,1990,Medium,Tier 2,Supermarket Type2,2219.98
FD223C,7.16,low,0.09,Dairy,58.68,OUT14X,2001,Small,Tier 3,Supermarket Type2,1203.58
FD247B,5.3,regular,0.16,Breads,94.83,OUT73H,1989,Small,Tier 3,Supermarket Type2,1049.26
FD563Y,12.85,regular,0.24,Canned,175.36,OUT77C,1999,High,Tier 3,Supermarket Type2,1840.31
FD336G,13.66,NA,0.17,Household,73.95,OUT49B,2003,Small,Tier 3,Supermarket Type2,1536.47
FD485V,7.0,low,0.22,Canned,205.61,OUT96N,1993,High,Tier 3,Supermarket Type1,1679.76
FD905P,6.3,regular,0.19,Hard Drinks,263.41,OUT93Y,1989,Small,Tier 2,Supermarket Type1,984.64
FD364X,9.98,regular,0.05,Breads,173.55,OUT72X,2001,Small,Tier 3,Grocery Store,746.66
FD130X,6.46,low,0.19,Breakfast,158.6,OUT16S,1999,High,Tier 3,Supermarket Type3,3023.49
FD282S,13.91,regular,0.13,Meat,65.07,OUT69E,2001,Small,Tier 2,Grocery Store,789.92
FD124W,,low,0.25,Breakfast,61.03,OUT35A,1986,High,Tier 1,Grocery Store,1114.87
FD432G,20.6,NA,0.05,Health and Hygiene,160.78,OUT69O,1990,High,Tier 2,Supermarket Type1,1253.51
FD413Z,15.79,low,0.05,Others,52.41,OUT80F,2009,Medium,Tier 3,Supermarket Type1,924.43
FD142J,,NA,0.21,Health and Hygiene,91.02,OUT87G,1994,High,Tier 3,Grocery Store,1289.64
FD402W,20.44,regular,0.33,Hard Drinks,209.16,OUT61O,1988,High,Tier 1,Supermarket Type1,1440.35
FD668K,19.73,low,0.31,Breakfast,108.35,OUT24N,2001,Small,Tier 1,Supermarket Type3,2361.8
FD234R,17.53,low,0.28,Seafood,113.94,OUT79P,1997,Medium,Tier 3,Grocery Store,933.44
FD617W,7.67,regular,0.1,Fruits and Vegetables,37.99,OUT44X,1993,Medium,Tier 3,Supermarket Type3,3072.23
FD298M,,regular,0.22,Seafood,104.33,OUT27I,1985,Small,Tier 2,Supermarket Type1,934.72
FD131D,16.75,low,0.13,Starchy Foods,114.33,OUT30D,1994,High,Tier 3,Supermarket Type2,2808.97
FD316Y,7.63,regular,0.05,Baking Goods,130.93,OUT26G,2000,Medium,Tier 3,Supermarket Type2,1838.45
FD931V,6.71,low,0.3,Soft Drinks,216.15,OUT12K,1994,Small,Tier 1,Supermarket Type2,1528.08
FD745N,7.13,low,0.03,Snack Foods,103.64,OUT99S,1996,Small,Tier 3,Supermarket Type2,1745.13
FD112M,15.68,low,0.03,Snack Foods,223.56,OUT32P,1997,,Tier 2,Supermarket Type3,1696.33
FD583X,17.56,regular,0.1,Canned,58.1,OUT20X,1993,Medium,Tier 1,Supermarket Type1,1144.51
FD562C,20.36,NA,0.04,Household,48.4,OUT17J,1987,High,Tier 3,Supermarket Type1,1840.42
FD692K,17.19,regular,0.06,Baking Goods,158.13,OUT31N,1989,Small,Tier 3,Grocery Store,802.22
FD396V,10.9,regular,0.39,Baking Goods,208.31,OUT22K,1989,High,Tier 3,Supermarket Type2,2303.5
FD529B,4.69,regular,0.34,Breakfast,249.95,OUT10C,2007,,Tier 3,Grocery Store,664.21
FD230W,4.76,regular,0.06,Others,107.13,OUT10D,1986,High,Tier 3,Supermarket Type2,2875.46
FD479R,20.19,regular,0.13,Seafood,120.24,OUT83N,1989,Small,Tier 3,Grocery Store,471.1
FD735L,8.8,NA,0.25,Health and Hygiene,104.37,OUT74U,1988,Small,Tier 3,Grocery Store,686.85
FD230M,11.77,NA,0.34,Household,230.33,OUT19G,2005,Medium,Tier 2,Grocery Store,587.37
FD377G,8.81,regular,0.32,Canned,85.84,OUT86R,1997,Medium,Tier 2,Supermarket Type1,1075.11
FD433V,13.21,regular,0.32,Others,59.36,OUT13X,1999,Medium,Tier 3,Supermarket Type2,1685.66
FD230V,11.45,low,0.03,Breads,176.97,OUT45G,1989,Small,Tier 2,Supermarket Type2,1600.69
FD181X,13.1,low,0.32,Breads,241.9,OUT49Y,2003,High,Tier 1,Supermarket Type2,2360.9
FD803S,5.96,regular,0.37,Soft Drinks,225.2,OUT64X,1991,,Tier 1,Supermarket Type2,1932.74
FD256J,5.64,low,0.14,Soft Drinks,226.45,OUT74J,1985,Medium,Tier 3,Supermarket Type2,2121.04
FD683E,14.66,NA,0.28,Health and Hygiene,90.82,OUT92V,2007,Small,Tier 1,Supermarket Type3,2527.82
FD534S,18.72,low,0.37,Meat,112.64,OUT91J,1999,Medium,Tier 3,Supermarket Type2,1664.05
FD202H,5.59,low,0.27,Baking Goods,46.46,OUT80M,1999,Small,Tier 1,Supermarket Type2,1227.53
FD713C,6.86,low,0.11,Others,53.7,OUT65M,1986,Small,Tier 3,Grocery Store,748.58
FD996P,20.91,regular,0.05,Canned,67.01,OUT54P,1996,High,Tier 3,Supermarket Type3,3829.85
FD773C,14.93,NA,0.33,Household,113.36,OUT30F,1993,High,Tier 1,Supermarket Type3,3460.5
FD910W,11.44,low,0.35,Others,185.73,OUT54H,2006,High,Tier 3,Supermarket Type1,1704.18
FD350Q,9.57,low,0.38,Hard Drinks,169.33,OUT61B,1999,High,Tier 3,Grocery Store,1061.17
FD779A,18.52,NA,0.11,Health and Hygiene,74.96,OUT77F,1990,Medium,Tier 3,Grocery Store,940.78
FD540A,,low,0.1,Seafood,257.12,OUT15F,2009,High,Tier 2,Supermarket Type3,3989.29
FD341O,18.3,low,0.18,Frozen Foods,102.49,OUT25V,1987,Medium,Tier 2,Supermarket Type2,1316.85
FD819M,19.87,regular,0.14,Fruits and Vegetables,135.54,OUT92M,2004,Medium,Tier 2,Supermarket Type2,1590.03
FD206Y,5.03,NA,0.2,Health and Hygiene,228.32,OUT46F,1997,Medium,Tier 1,Supermarket Type1,933.08
FD541F,10.17,regular,0.21,Others,38.67,OUT52N,1988,High,Tier 2,Supermarket Type2,2767.47
FD687C,15.37,low,0.37,Fruits and Vegetables,63.48,OUT93Z,1988,Medium,Tier 1,Supermarket Type2,1411.35
FD789G,17.49,low,0.23,Breakfast,30.42,OUT18M,2001,Medium,Tier 1,Grocery Store,638.53
FD174O,4.93,regular,0.17,Breakfast,94.69,OUT10U,1998,High,Tier 1,Grocery Store,788.47
FD453Q,14.49,regular,0.39,Frozen Foods,65.8,OUT89N,2000,Medium,Tier 3,Supermarket Type1,1218.5
FD983H,9.23,regular,0.17,Frozen Foods,193.43,OUT64Y,1994,Medium,Tier 1,Supermarket Type3,2689.18
FD677V,18.46,low,0.24,Snack Foods,192.43,OUT35Q,1996,Small,Tier 2,Supermarket Type3,1650.88
FD865R,9.35,regular,0.29,Soft Drinks,67.77,OUT13G,2004,Small,Tier 3,Supermarket Type3,2190.45
FD456B,19.54,regular,0.36,Baking Goods,258.82,OUT23Z,2008,Medium,Tier 3,Supermarket Type1,998.09
FD413J,7.42,regular,0.02,Baking Goods,257.73,OUT25W,2006,Small,Tier 1,Supermarket Type2,1376.69
FD344Z,16.66,low,0.36,Snack Foods,73.42,OUT45T,1997,Small,Tier 3,Supermarket Type3,1643.44
FD744Y,4.93,regular,0.16,Hard Drinks,258.19,OUT15X,1989,Small,Tier 3,Supermarket Type3,2133.92
FD935W,8.89,low,0.38,Seafood,37.59,OUT49M,1995,,Tier 2,Supermarket Type1,1427.31
FD157H,10.89,regular,0.27,Meat,171.02,OUT50L,1998,High,Tier 3,Supermarket Type3,3716.24
FD679T,16.22,regular,0.12,Fruits and Vegetables,110.16,OUT89N,1995,High,Tier 2,Supermarket Type2,2157.89
FD214T,13.83,regular,0.26,Baking Goods,201.34,OUT97Z,1997,Medium,Tier 3,Supermarket Type2,1753.21
FD461B,13.9,low,0.32,Breads,67.48,OUT38L,2007,Medium,Tier 2,Supermarket Type2,2332.76
FD622P,10.46,low,0.33,Baking Goods,166.9,OUT82H,2009,Medium,Tier 3,Supermarket Type1,1556.64
FD796V,12.64,low,0.38,Soft Drinks,70.39,OUT74K,1988,Medium,Tier 1,Supermarket Type3,1915.17
FD795I,16.37,regular,0.24,Hard Drinks,192.41,OUT29Z,2000,Medium,Tier 2,Supermarket Type2,2029.57
FD217B,17.19,regular,0.3,Baking Goods,255.31,OUT74Z,2003,Small,Tier 2,Supermarket Type1,969.29
FD636U,17.22,regular,0.4,Baking Goods,198.55,OUT12S,2001,Medium,Tier 1,Supermarket Type1,1555.4
FD604A,9.05,low,0.37,Snack Foods,42.37,OUT77T,2000,Small,Tier 2,Supermarket Type3,2396.47
FD230J,9.17,low,0.06,Others,151.77,OUT37N,2005,Small,Tier 3,Supermarket Type2,1059.43
FD336H,9.01,low,0.24,Snack Foods,163.28,OUT51J,2002,Medium,Tier 1,Supermarket Type1,1430.42
FD830Z,13.55,regular,0.02,Canned,43.77,OUT96F,1990,Small,Tier 1,Supermarket Type3,2505.81
FD919X,10.63,NA,0.4,Household,44.48,OUT67F,1992,Medium,Tier 1,Supermarket Type2,2019.23
FD332M,5.17,regular,0.02,Frozen Foods,190.92,OUT66I,2009,Small,Tier 2,Supermarket Type2,1079.19
FD932H,16.21,low,0.26,Others,269.85,OUT45P,2004,Medium,Tier 1,Supermarket Type1,1267.18
FD770M,,low,0.04,Starchy Foods,46.92,OUT36A,2003,High,Tier 3,Supermarket Type1,1880.81
FD661N,12.31,NA,0.02,Household,206.91,OUT11D,2007,Small,Tier 2,Supermarket Type3,1547.16
FD357F,9.78,low,0.38,Baking Goods,34.54,OUT51J,2004,Medium,Tier 2,Supermarket Type2,1608.29
FD772I,19.8,regular,0.37,Others,267.69,OUT68U,2005,High,Tier 1,Supermarket Type2,2433.54
FD349Q,13.91,low,0.25,Baking Goods,157.85,OUT89B,2008,High,Tier 3,Grocery Store,1224.11
FD345O,8.12,low,0.12,Dairy,96.73,OUT29A,2002,High,Tier 2,Supermarket Type2,1964.4
FD819L,20.58,regular,0.37,Baking Goods,173.2,OUT28G,2000,High,Tier 2,Grocery Store,842.41
FD979A,9.43,regular,0.31,Meat,181.07,OUT85G,1989,Small,Tier 1,Supermarket Type1,1094.53
FD165M,16.32,regular,0.06,Snack Foods,109.02,OUT41B,1990,Medium,Tier 1,Grocery Store,576.28
FD656V,21.3,regular,0.23,Hard Drinks,269.31,OUT87W,1998,Small,Tier 2,Grocery Store,653.14
FD759B,9.94,low,0.08,Seafood,43.26,OUT93P,2007,Medium,Tier 1,Supermarket Type3,2491.72
FD638C,11.74,low,0.04,Fruits and Vegetables,162.93,OUT36I,2005,Medium,Tier 3,Supermarket Type3,2959.01
FD282K,18.86,low,0.22,Breakfast,45.15,OUT12K,1987,Medium,Tier 2,Supermarket Type3,2700.34
FD658Y,,regular,0.13,Baking Goods,176.84,OUT36U,2003,Small,Tier 1,Supermarket Type2,1773.38
FD597N,19.72,NA,0.22,Household,230.61,OUT53C,2006,High,Tier 2,Supermarket Type2,2446.93
FD605Q,16.1,low,0.02,Canned,119.1,OUT96S,2009,High,Tier 2,Grocery Store,739.07
FD369K,5.45,NA,0.12,Health and Hygiene,248.64,OUT96B,1999,High,Tier 1,Grocery Store,1153.71
FD318P,16.7,low,0.15,Soft Drinks,158.36,OUT37W,1998,Small,Tier 3,Supermarket Type2,1721.89
FD984R,7.67,low,0.28,Breakfast,226.12,OUT18Z,2005,Medium,Tier 3,Grocery Store,606.22
FD328U,8.64,low,0.2,Fruits and Vegetables,149.89,OUT45V,1989,High,Tier 2,Supermarket Type2,2262.96
FD684Z,8.68,low,0.28,Breakfast,124.33,OUT57I,2006,Small,Tier 3,Supermarket Type1,781.24
FD574S,10.32,low,0.16,Fruits and Vegetables,46.83,OUT94I,2003,Medium,Tier 1,Grocery Store,1013.68
FD649A,14.05,low,0.13,Starchy Foods,204.73,OUT71P,1998,Small,Tier 2,Supermarket Type1,949.97
FD267P,8.55,low,0.11,Soft Drinks,248.63,OUT55L,2001,Small,Tier 2,Supermarket Type2,1815.64
FD142E,10.53,low,0.22,Canned,138.26,OUT60T,2009,High,Tier 3,Supermarket Type1,1415.16
FD574Q,9.43,regular,0.05,Others,36.81,OUT72C,2009,Medium,Tier 1,Grocery Store,913.72
FD540Z,11.47,low,0.29,Canned,33.89,OUT90A,1994,Small,Tier 3,Supermarket Type2,1456.19
FD107N,9.89,regular,0.19,Breakfast,104.89,OUT40W,1985,Medium,Tier 3,Supermarket Type3,2190.36
FD428S,14.65,regular,0.13,Soft Drinks,163.82,OUT27C,1997,High,Tier 1,Grocery Store,1069.35
FD137D,9.34,low,0.25,Hard Drinks,78.4,OUT56S,2001,Small,Tier 1,Supermarket Type3,1483.63
FD756A,9.82,regular,0.15,Breads,109.4,OUT39I,1990,High,Tier 3,Supermarket Type1,1320.18
FD485P,5.09,regular,0.1,Frozen Foods,153.7,OUT93Q,1991,High,Tier 2,Supermarket Type2,2492.85
FD523O,14.35,NA,0.17,Health and Hygiene,266.52,OUT14B,1988,Small,Tier 1,Grocery Store,757.16
FD505H,6.44,NA,0.1,Health and Hygiene,156.42,OUT88G,2000,High,Tier 1,Supermarket Type3,3606.44
FD521Y,10.68,low,0.28,Snack Foods,69.23,OUT93L,2003,High,Tier 1,Supermarket Type3,3610.99
FD972V,18.61,regular,0.1,Baking Goods,202.5,OUT58F,2009,Small,Tier 2,Grocery Store,449.6
FD234C,18.96,regular,0.05,Canned,223.11,OUT91P,1999,Medium,Tier 2,Supermarket Type1,972.17
FD785E,5.49,low,0.3,Meat,220.55,OUT34C,1995,,Tier 2,Supermarket Type3,1922.93
FD880H,5.12,regular,0.14,Others,100.44,OUT43O,1998,Medium,Tier 3,Supermarket Type3,2242.19
FD422M,13.41,low,0.19,Soft Drinks,117.94,OUT11G,2001,,Tier 2,Supermarket Type3,1972.24
FD210H,8.74,low,0.22,Seafood,106.42,OUT81K,2002,Small,Tier 2,Grocery Store,729.29
FD355P,16.3,regular,0.03,Frozen Foods,234.24,OUT43S,1987,Small,Tier 2,Grocery Store,771.61
FD175O,13.45,low,0.07,Frozen Foods,68.33,OUT82I,1987,Small,Tier 1,Supermarket Type1,1021.78
FD995N,9.57,low,0.22,Starchy Foods,107.24,OUT34D,1985,Small,Tier 3,Supermarket Type1,750.51
FD252K,16.1,low,0.33,Seafood,265.71,OUT35O,2006,Small,Tier 1,Supermarket Type3,2021.42
FD655S,12.91,low,0.17,Snack Foods,217.31,OUT51K,1988,Small,Tier 1,Supermarket Type1,684.8
FD959I,8.92,regular,0.11,Dairy,105.16,OUT26R,1988,Small,Tier 2,Grocery Store,721.66
FD510R,7.91,regular,0.22,Seafood,75.83,OUT85R,2001,Small,Tier 1,Supermarket Type3,2123.96
FD723B,21.42,regular,0.04,Canned,215.78,OUT91K,2003,High,Tier 2,Supermarket Type3,3142.75
FD824M,5.22,low,0.05,Fruits and Vegetables,142.52,OUT84B,1993,Medium,Tier 3,Supermarket Type3,2763.13
FD273X,9.01,low,0.32,Breads,149.17,OUT65U,2004,Small,Tier 3,Supermarket Type1,957.93
FD602K,7.59,regular,0.4,Dairy,33.43,OUT52N,2003,High,Tier 3,Supermarket Type1,1564.92
FD554R,6.05,regular,0.04,Baking Goods,168.92,OUT16E,2008,Medium,Tier 1,Supermarket Type2,1370.5
FD977I,9.26,regular,0.24,Canned,120.42,OUT54A,1994,High,Tier 1,Supermarket Type2,1875.18
FD737O,9.65,low,0.07,Baking Goods,96.83,OUT25J,1993,Medium,Tier 2,Grocery Store,732.34
FD499O,10.74,NA,0.05,Health and Hygiene,50.59,OUT50X,2009,High,Tier 1,Supermarket Type3,3933.45
FD787J,5.59,regular,0.3,Meat,104.34,OUT52R,1988,Small,Tier 2,Supermarket Type3,1635.02
FD173A,19.7,low,0.08,Baking Goods,193.87,OUT33X,1990,Medium,Tier 2,Supermarket Type1,1452.96
FD572N,18.29,NA,0.18,Health and Hygiene,116.01,OUT97V,1991,High,Tier 3,Grocery Store,812.03
FD357W,,regular,0.15,Soft Drinks,99.6,OUT28R,1989,Small,Tier 1,Supermarket Type2,1637.33
FD603M,14.28,regular,0.12,Snack Foods,237.77,OUT76P,2009,Medium,Tier 3,Supermarket Type1,867.78
FD354H,12.78,regular,0.16,Fruits and Vegetables,154.41,OUT90S,2002,High,Tier 1,Supermarket Type3,3548.28
FD932N,20.85,regular,0.32,Seafood,246.04,OUT53S,2007,High,Tier 3,Supermarket Type1,1390.78
FD823K,12.78,low,0.4,Snack Foods,97.82,OUT65X,1999,Small,Tier 1,Supermarket Type1,1123.52
FD855A,5.48,regular,0.03,Starchy Foods,265.3,OUT50F,1985,Small,Tier 2,Grocery Store,791.56
FD889R,14.08,regular,0.39,Canned,70.2,OUT39H,1990,High,Tier 1,Supermarket Type1,1750.42
FD323L,,low,0.29,Snack Foods,256.3,OUT11F,1988,High,Tier 1,Grocery Store,869.54
FD938J,4.91,low,0.19,Snack Foods,147.46,OUT31H,2009,High,Tier 1,Grocery Store,898.91
FD442H,14.88,low,0.35,Fruits and Vegetables,182.83,OUT47G,1999,High,Tier 1,Supermarket Type3,3685.23
FD917F,7.77,regular,0.38,Canned,112.86,OUT60L,2008,Medium,Tier 1,Supermarket Type2,1895.29
FD477O,5.44,low,0.31,Meat,145.5,OUT75E,1986,High,Tier 2,Supermarket Type2,2204.98
FD262L,20.53,low,0.29,Seafood,245.93,OUT16X,2002,High,Tier 2,Supermarket Type2,2235.71
FD813X,11.25,low,0.33,Baking Goods,54.95,OUT77E,1995,Medium,Tier 1,Supermarket Type1,1021.72
FD371J,18.46,regular,0.06,Meat,170.0,OUT47Z,1997,Small,Tier 1,Supermarket Type3,2374.07
FD362G,12.41,regular,0.37,Snack Foods,234.52,OUT44J,1990,Small,Tier 3,Supermarket Type3,1534.55
FD398O,21.42,low,0.14,Fruits and Vegetables,147.99,OUT22C,1987,Small,Tier 3,Grocery Store,767.92
FD855B,17.11,low,0.32,Starchy Foods,242.73,OUT68P,1986,High,Tier 1,Supermarket Type3,2882.16
FD211N,9.91,low,0.07,Soft Drinks,39.79,OUT37W,1986,Small,Tier 2,Grocery Store,625.94
FD325X,5.68,regular,0.13,Fruits and Vegetables,180.36,OUT54F,1994,Small,Tier 1,Supermarket Type2,1158.88
FD868P,13.98,NA,0.14,Household,107.1,OUT42L,2006,High,Tier 1,Grocery Store,958.85
FD552U,6.7,regular,0.07,Frozen Foods,106.77,OUT40K,2008,High,Tier 2,Grocery Store,759.71
FD768T,10.15,regular,0.24,Fruits and Vegetables,130.82,OUT91L,2003,Medium,Tier 3,Supermarket Type1,1385.43
FD665T,17.64,regular,0.31,Frozen Foods,80.51,OUT71Y,2002,Medium,Tier 1,Supermarket Type2,1966.94
FD841J,7.63,low,0.03,Meat,81.52,OUT33Y,1988,Medium,Tier 1,Grocery Store,893.99
FD748S,10.68,regular,0.1,Baking Goods,74.71,OUT94H,2003,Medium,Tier 1,Supermarket Type1,873.75
FD427K,21.15,NA,0.32,Household,82.26,OUT39J,2003,High,Tier 3,Supermarket Type1,1317.17
FD128V,12.48,regular,0.37,Hard Drinks,38.38,OUT50R,2009,High,Tier 3,Supermarket Type2,1907.42
FD286C,11.36,low,0.17,Others,244.43,OUT12A,2009,Small,Tier 3,Supermarket Type1,1208.49
FD197C,18.04,low,0.02,Others,208.48,OUT81X,2009,High,Tier 2,Supermarket Type3,4217.78
FD754F,9.17,regular,0.25,Meat,201.48,OUT73M,2001,Medium,Tier 1,Supermarket Type3,2933.05
FD323O,4.81,low,0.4,Others,251.41,OUT35T,2004,Medium,Tier 2,Supermarket Type3,3177.06
FD159T,9.15,low,0.19,Breads,264.98,OUT83P,1997,High,Tier 3,Supermarket Type2,2772.25
FD429J,13.71,regular,0.28,Canned,201.61,OUT13P,2007,Medium,Tier 3,Supermarket Type1,1097.08
FD443Z,20.41,regular,0.16,Frozen Foods,247.9,OUT37E,2008,High,Tier 3,Supermarket Type1,1556.43
FD168T,12.84,low,0.3,Baking Goods,60.33,OUT74V,2006,Medium,Tier 1,Supermarket Type1,1206.83
FD340X,19.96,regular,0.37,Seafood,33.18,OUT18M,1990,Medium,Tier 2,Grocery Store,683.3
FD892S,10.79,low,0.25,Starchy Foods,110.75,OUT41G,1994,,Tier 2,Grocery Store,858.65
FD476T,12.11,regular,0.06,Hard Drinks,151.51,OUT33U,2001,Medium,Tier 3,Supermarket Type1,1242.83
FD802U,10.29,regular,0.25,Starchy Foods,109.36,OUT43Z,2007,Small,Tier 3,Grocery Store,505.32
FD217B,12.42,low,0.36,Frozen Foods,117.68,OUT72T,2006,Small,Tier 3,Supermarket Type3,1683.68
FD961I,,low,0.25,Breads,56.67,OUT61H,2005,Medium,Tier 3,Supermarket Type2,1778.22
FD194D,13.6,low,0.38,Breads,182.24,OUT91W,2009,Medium,Tier 1,Supermarket Type2,1855.45
FD218W,16.1,low,0.06,Fruits and Vegetables,36.49,OUT47E,1987,Medium,Tier 3,Grocery Store,964.22
FD162P,,regular,0.02,Snack Foods,98.19,OUT90D,1988,High,Tier 2,Supermarket Type3,2377.34
FD754I,,low,0.2,Baking Goods,208.84,OUT98D,1987,High,Tier 2,Grocery Store,1015.31
FD541A,13.36,low,0.06,Snack Foods,57.85,OUT65N,1989,Medium,Tier 2,Supermarket Type1,1212.73
FD829Q,11.21,low,0.03,Seafood,196.13,OUT53B,2008,High,Tier 2,Supermarket Type2,2075.58
FD834L,17.04,regular,0.26,Snack Foods,223.21,OUT82Z,1988,Medium,Tier 3,Supermarket Type2,2163.67
FD808U,8.16,low,0.4,Breads,88.37,OUT95D,2004,Small,Tier 2,Supermarket Type2,1491.84
FD444M,16.26,low,0.38,Fruits and Vegetables,217.54,OUT90R,1997,High,Tier 1,Supermarket Type3,3917.41
FD268O,8.96,regular,0.07,Soft Drinks,133.07,OUT11B,1992,Small,Tier 2,Supermarket Type1,983.18
FD894P,13.54,low,0.07,Fruits and Vegetables,89.35,OUT31C,2001,High,Tier 2,Supermarket Type2,2329.17
FD487G,14.31,low,0.2,Canned,255.55,OUT78V,2001,Small,Tier 3,Supermarket Type2,1432.21
FD515M,19.54,NA,0.15,Health and Hygiene,222.38,OUT98G,1998,Medium,Tier 3,Grocery Store,612.17
