Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FD314J,20.62,regular,0.01,Dairy,100.38,OUT29H,1988,Small,Tier 1,Supermarket Type3,1939.88
FD788I,8.16,low,0.06,Starchy Foods,247.15,OUT57Y,1995,Medium,Tier 1,Grocery Store,917.06
FD700N,21.21,NA,0.17,Household,126.39,OUT60L,2004,High,Tier 3,Grocery Store,886.02
FD727F,4.53,low,0.05,Meat,267.96,OUT72B,2000,Medium,Tier 3,Supermarket Type3,2158.72
FD278E,10.06,low,0.1,Fruits and Vegetables,101.82,OUT55W,1995,,Tier 2,Supermarket Type2,2006.38
FD508K,20.11,regular,0.17,Dairy,33.09,OUT23L,1996,Small,Tier 1,Supermarket Type2,1206.27
FD681U,15.13,regular,0.03,Seafood,194.23,OUT11Q,1995,Small,Tier 3,Supermarket Type2,1341.05
FD836F,5.12,low,0.32,Soft Drinks,245.61,OUT77V,1989,Medium,Tier 2,Supermarket Type3,2558.56
FD613H,8.32,regular,0.36,Dairy,59.81,OUT59Z,1998,High,Tier 3,Grocery Store,1177.31
FD993D,7.44,low,0.31,Others,72.7,OUT11C,1993,High,Tier 2,Grocery Store,1059.38
FD140J,11.08,low,0.33,Fruits and Vegetables,116.38,OUT14M,1988,Small,Tier 3,Supermarket Type3,1547.08
FD980Z,7.97,regular,0.29,Hard Drinks,111.75,OUT50L,1988,Medium,Tier 2,Supermarket Type3,3030.37
FD740Q,6.93,low,0.13,Starchy Foods,231.06,OUT45T,2009,High,Tier 1,Supermarket Type2,2953.48
FD413D,20.65,low,0.16,Hard Drinks,239.64,OUT77G,2003,Medium,Tier 2,Supermarket Type3,2590.01
FD737I,,regular,0.37,Frozen Foods,265.76,OUT84D,2000,High,Tier 1,Supermarket Type2,2669.31
FD834G,9.46,low,0.15,Hard Drinks,145.91,OUT12F,2008,Small,Tier 2,Supermarket Type2,1796.87
FD101X,8.83,low,0.08,Meat,66.8,OUT34X,2000,Small,Tier 1,Supermarket Type1,911.6
FD409U,19.42,regular,0.37,Baking Goods,88.8,OUT33P,1990,Small,Tier 1,Grocery Store,615.8
FD752C,12.0,NA,0.26,Health and Hygiene,196.54,OUT43W,1988,Medium,Tier 1,Grocery Store,711.34
FD398M,14.19,low,0.2,Seafood,168.64,OUT11E,1987,Small,Tier 3,Supermarket Type2,1827.36
FD126P,20.0,regular,0.17,Meat,179.6,OUT52H,2005,Small,Tier 3,Supermarket Type3,2316.66
FD199P,5.41,low,0.24,Soft Drinks,176.86,OUT82M,1997,Small,Tier 1,Supermarket Type1,872.32
FD878D,14.52,regular,0.21,Snack Foods,167.86,OUT96C,1991,Small,Tier 3,Supermarket Type3,1741.88
FD522F,10.22,NA,0.2,Household,194.08,OUT62R,1990,High,Tier 3,Supermarket Type2,2169.66
FD514O,,NA,0.12,Health and Hygiene,89.23,OUT13Y,1988,High,Tier 1,Supermarket Type2,1855.43
FD909Q,14.64,low,0.22,Others,175.2,OUT37H,1999,Small,Tier 1,Grocery Store,698.97
FD389A,15.36,low,0.38,Soft Drinks,266.58,OUT55S,2009,Small,Tier 3,Supermarket Type3,1728.66
FD958W,11.4,regular,0.3,Seafood,175.01,OUT94Z,2004,Small,Tier 2,Supermarket Type2,1512.14
FD173S,10.09,NA,0.23,Health and Hygiene,143.52,OUT80E,1990,High,Tier 3,Supermarket Type1,1390.41
FD814B,16.33,low,0.09,Fruits and Vegetables,225.56,OUT20K,2007,Medium,Tier 2,Grocery Store,714.83
FD567L,,regular,0.05,Canned,38.85,OUT53Z,2000,High,Tier 1,Supermarket Type3,2389.62
FD258F,15.93,regular,0.2,Breads,37.23,OUT67F,2007,Medium,Tier 1,Supermarket Type3,2939.22
FD958Y,15.66,regular,0.03,Meat,116.03,OUT56C,1994,Small,Tier 2,Supermarket Type2,1431.17
FD288S,17.13,regular,0.06,Baking Goods,262.04,OUT78E,1991,High,Tier 3,Supermarket Type2,2056.3
FD730R,6.61,low,0.07,Dairy,44.79,OUT56W,2001,Small,Tier 1,Grocery Store,624.66
FD432K,4.61,regular,0.31,Soft Drinks,104.35,OUT59Q,1986,Medium,Tier 1,Supermarket Type2,1358.34
FD185M,11.18,low,0.32,Breakfast,129.13,OUT23C,1993,High,Tier 3,Supermarket Type2,2012.88
FD156U,17.48,regular,0.24,Starchy Foods,197.7,OUT43W,1998,Medium,Tier 2,Supermarket Type1,1523.65
FD748L,7.16,regular,0.08,Soft Drinks,181.75,OUT83D,1992,Small,Tier 1,Supermarket Type2,1153.79
FD874L,20.17,regular,0.3,Canned,245.97,OUT42C,1990,Small,Tier 1,Supermarket Type2,1128.15
FD133P,13.08,regular,0.35,Dairy,52.78,OUT14M,1996,Small,Tier 2,Supermarket Type1,1059.79
FD984F,21.34,low,0.11,Frozen Foods,204.6,OUT96Z,1990,High,Tier 3,Supermarket Type1,1829.82
FD201W,7.68,low,0.29,Dairy,35.77,OUT80Q,2009,High,Tier 2,Supermarket Type3,3592.7
FD869E,8.49,regular,0.32,Dairy,189.96,OUT98S,1990,Small,Tier 3,Grocery Store,729.73
FD619N,20.68,low,0.31,Canned,104.61,OUT21S,2009,High,Tier 2,Grocery Store,893.0
FD126M,16.84,low,0.33,Baking Goods,55.3,OUT47B,2004,Medium,Tier 2,Supermarket Type3,2613.48
FD478T,10.02,low,0.28,Breakfast,232.66,OUT39Z,1989,Medium,Tier 3,Grocery Store,751.67
FD294H,8.93,regular,0.24,Breakfast,161.02,OUT71U,2002,High,Tier 2,Grocery Store,1336.54
FD266G,9.27,low,0.23,Breads,134.59,OUT42P,2009,Medium,Tier 2,Supermarket Type3,2004.76
FD512E,21.34,regular,0.15,Others,34.36,OUT72S,2006,High,Tier 1,Grocery Store,822.96
FD828S,7.36,regular,0.17,Hard Drinks,82.33,OUT30Q,2004,Medium,Tier 3,Supermarket Type1,915.85
FD501H,19.0,low,0.13,Snack Foods,43.59,OUT15I,2001,High,Tier 1,Supermarket Type1,1811.14
FD134T,16.91,NA,0.21,Household,177.56,OUT12S,2007,Small,Tier 2,Grocery Store,506.5
FD622D,11.75,regular,0.12,Seafood,70.1,OUT57I,1988,Medium,Tier 2,Supermarket Type1,1030.64
FD347K,16.87,low,0.2,Breakfast,69.82,OUT71X,1986,Small,Tier 2,Supermarket Type1,783.76
FD232L,16.73,NA,0.06,Household,70.75,OUT50G,1987,Small,Tier 2,Supermarket Type1,696.24
FD505Q,12.07,regular,0.3,Snack Foods,68.16,OUT73B,2000,Small,Tier 3,Supermarket Type3,1701.97
FD514R,8.32,low,0.17,Soft Drinks,94.81,OUT80V,2002,Medium,Tier 1,Supermarket Type3,2019.29
FD393V,8.6,regular,0.23,Meat,117.52,OUT17R,2008,High,Tier 1,Supermarket Type2,2069.26
FD533J,5.7,regular,0.06,Others,228.36,OUT47U,1988,Small,Tier 3,Supermarket Type2,1414.14
FD525A,4.99,regular,0.13,Canned,182.92,OUT66P,1988,Small,Tier 2,Supermarket Type2,1646.0
FD194S,12.14,regular,0.17,Breads,81.04,OUT69I,1991,Medium,Tier 2,Supermarket Type1,953.61
FD651G,5.96,low,0.02,Canned,192.29,OUT80A,2001,Small,Tier 2,Grocery Store,512.19
FD433H,11.1,low,0.14,Hard Drinks,36.42,OUT96V,1998,Small,Tier 2,Supermarket Type3,2049.52
FD476P,12.47,regular,0.22,Seafood,117.46,OUT58G,2008,Small,Tier 2,Grocery Store,471.52
FD936T,14.95,regular,0.38,Canned,98.78,OUT33N,1996,Medium,Tier 1,Supermarket Type1,1091.61
FD238W,20.12,regular,0.26,Canned,76.03,OUT20Y,1991,Small,Tier 2,Grocery Store,750.85
FD646Z,13.11,low,0.05,Others,236.42,OUT25G,1990,Small,Tier 2,Supermarket Type3,1859.9
FD661R,4.71,low,0.21,Frozen Foods,112.19,OUT74D,1993,Small,Tier 3,Supermarket Type2,1375.01
FD901T,14.69,regular,0.08,Dairy,213.73,OUT69H,1990,Medium,Tier 3,Grocery Store,1018.81
FD565O,8.01,NA,0.06,Household,188.25,OUT34P,2007,Medium,Tier 2,Supermarket Type1,1197.51
FD215P,13.42,low,0.05,Canned,127.04,OUT96N,1992,Medium,Tier 1,Grocery Store,596.82
FD783Z,18.6,regular,0.35,Starchy Foods,56.99,OUT70X,1994,High,Tier 3,Supermarket Type1,1996.29
FD960W,11.75,low,0.29,Fruits and Vegetables,183.41,OUT30P,1995,Small,Tier 3,Supermarket Type1,909.78
FD319Q,4.65,regular,0.13,Soft Drinks,94.67,OUT93H,1994,Small,Tier 3,Supermarket Type3,1457.22
FD172Z,18.67,low,0.1,Others,176.72,OUT88H,1988,,Tier 3,Supermarket Type3,1825.75
FD298Y,7.07,regular,0.34,Breads,124.25,OUT87B,2009,Medium,Tier 1,Supermarket Type2,1348.16
FD883H,13.21,regular,0.16,Snack Foods,181.3,OUT91A,1994,High,Tier 2,Supermarket Type3,2666.6
FD366Z,17.55,regular,0.07,Canned,151.63,OUT57H,2003,Medium,Tier 3,Supermarket Type1,1520.16
FD194C,9.5,low,0.08,Baking Goods,102.75,OUT65J,2007,Medium,Tier 2,Supermarket Type1,1077.25
FD913R,11.57,low,0.38,Hard Drinks,84.45,OUT12H,2008,,Tier 3,Supermarket Type2,2476.89
FD729C,16.48,regular,0.18,Soft Drinks,265.64,OUT29G,1985,Small,Tier 2,Supermarket Type3,2254.82
FD404A,9.75,regular,0.21,Dairy,206.03,OUT13R,1994,High,Tier 1,Supermarket Type3,2344.48
FD715I,10.63,regular,0.3,Others,232.47,OUT22E,1992,High,Tier 2,Grocery Store,877.7
FD451J,14.8,low,0.07,Starchy Foods,66.55,OUT44X,1990,Medium,Tier 3,Supermarket Type2,1836.33
FD135S,5.09,regular,0.2,Frozen Foods,117.25,OUT21H,2008,Small,Tier 3,Supermarket Type2,1567.85
FD675P,5.41,low,0.17,Snack Foods,58.69,OUT50I,1987,Medium,Tier 3,Supermarket Type2,2089.68
FD690T,20.18,NA,0.38,Household,81.12,OUT64P,1991,High,Tier 2,Grocery Store,1280.55
FD648Q,18.1,NA,0.37,Health and Hygiene,115.11,OUT28C,1998,High,Tier 3,Supermarket Type3,2534.2
FD484N,9.01,low,0.38,Snack Foods,191.64,OUT92D,2007,Medium,Tier 1,Supermarket Type3,2756.79
FD801H,,low,0.01,Breads,72.42,OUT86O,1992,Medium,Tier 1,Supermarket Type1,1339.5
FD164Q,7.75,low,0.3,Others,114.44,OUT91N,1998,High,Tier 2,Supermarket Type3,2536.66
FD830S,13.62,regular,0.1,Soft Drinks,212.65,OUT83D,1996,High,Tier 2,Supermarket Type1,1286.32
FD141Y,7.49,regular,0.06,Meat,229.74,OUT84K,1997,Small,Tier 3,Supermarket Type1,1020.37
FD902R,19.44,low,0.27,Seafood,257.79,OUT11S,2000,Medium,Tier 3,Supermarket Type1,859.3
FD548P,12.36,low,0.02,Starchy Foods,103.32,OUT52R,1998,High,Tier 1,Supermarket Type1,1241.73
FD822Q,15.41,low,0.26,Snack Foods,82.69,OUT17O,2000,High,Tier 2,Supermarket Type3,3858.1
FD956W,12.29,regular,0.37,Starchy Foods,217.32,OUT86S,1989,Medium,Tier 2,Supermarket Type3,2906.67
FD645G,16.98,regular,0.2,Breads,123.16,OUT58K,1995,Small,Tier 2,Supermarket Type1,1138.33
FD281A,20.05,regular,0.06,Meat,170.97,OUT95N,1999,Small,Tier 1,Grocery Store,788.31
FD170T,16.83,regular,0.07,Starchy Foods,95.68,OUT73Q,1996,Medium,Tier 1,Supermarket Type3,2893.27
FD745E,14.23,regular,0.31,Breads,112.6,OUT43I,1991,High,Tier 3,Supermarket Type1,1104.14
FD807P,11.87,NA,0.14,Health and Hygiene,64.67,OUT46P,2005,Small,Tier 3,Grocery Store,529.69
FD291Z,16.07,low,0.26,Seafood,217.03,OUT88Z,1998,Medium,Tier 2,Supermarket Type1,926.31
FD166Y,12.79,regular,0.24,Hard Drinks,239.32,OUT92M,1988,Small,Tier 3,Supermarket Type2,1297.86
FD336P,19.12,regular,0.1,Baking Goods,58.06,OUT26E,1997,High,Tier 3,Supermarket Type3,3738.28
FD613R,13.74,low,0.3,Others,150.37,OUT77G,1988,Small,Tier 3,Supermarket Type3,2244.53
FD278Z,9.45,low,0.19,Breakfast,137.98,OUT51E,1994,Medium,Tier 1,Supermarket Type1,1181.51
FD543O,18.75,regular,0.05,Frozen Foods,174.67,OUT16O,1997,Small,Tier 2,Supermarket Type1,1147.8
FD459R,15.41,NA,0.27,Health and Hygiene,73.12,OUT32C,2009,High,Tier 2,Grocery Store,927.84
FD983Z,15.73,low,0.37,Others,205.99,OUT16D,2007,High,Tier 3,Supermarket Type1,1576.93
FD510G,8.06,regular,0.03,Seafood,95.6,OUT72D,1990,Medium,Tier 1,Supermarket Type1,1276.18
FD174H,9.38,low,0.12,Baking Goods,231.21,OUT40T,2002,Medium,Tier 2,Grocery Store,790.75
FD823J,9.94,regular,0.31,Starchy Foods,222.8,OUT24A,1992,,Tier 2,Supermarket Type3,3349.1
FD103G,,low,0.02,Canned,112.52,OUT72O,2006,Small,Tier 2,Supermarket Type1,730.26
FD995O,19.67,low,0.33,Canned,222.48,OUT51W,2007,High,Tier 3,Supermarket Type2,2721.02
FD749A,6.5,low,0.35,Meat,192.33,OUT72Q,1985,Small,Tier 2,Grocery Store,557.14
FD559J,11.95,regular,0.04,Fruits and Vegetables,174.74,OUT22S,1987,Medium,Tier 1,Grocery Store,721.74
FD529D,7.26,regular,0.26,Frozen Foods,254.78,OUT62S,1992,High,Tier 1,Supermarket Type3,3947.72
FD137C,17.93,low,0.21,Soft Drinks,140.63,OUT54D,1990,Small,Tier 1,Supermarket Type2,1310.98
FD678H,8.74,NA,0.14,Health and Hygiene,254.87,OUT74K,1992,Small,Tier 2,Supermarket Type1,736.09
FD528I,18.69,NA,0.33,Health and Hygiene,210.83,OUT86L,1998,Medium,Tier 1,Supermarket Type3,2232.85
FD195S,20.81,NA,0.12,Household,235.7,OUT47I,2005,Medium,Tier 3,Supermarket Type2,1819.44
FD200U,12.98,NA,0.18,Health and Hygiene,102.47,OUT61D,1989,Small,Tier 3,Supermarket Type2,1599.63
FD505H,10.22,low,0.1,Baking Goods,165.92,OUT71K,1989,Medium,Tier 2,Supermarket Type2,1472.41
FD173O,20.99,low,0.1,Seafood,251.89,OUT69D,1991,Medium,Tier 3,Supermarket Type2,1500.69
FD116J,19.7,regular,0.19,Hard Drinks,261.58,OUT73G,2005,,Tier 3,Supermarket Type3,3355.2
FD582N,14.16,low,0.15,Meat,184.34,OUT93Y,1992,High,Tier 2,Supermarket Type3,4159.22
FD855V,16.15,regular,0.2,Baking Goods,154.37,OUT86L,2006,High,Tier 2,Supermarket Type1,1153.52
FD152N,21.06,regular,0.04,Breads,40.42,OUT50K,1988,Small,Tier 1,Supermarket Type1,776.39
FD527H,12.94,regular,0.4,Snack Foods,127.85,OUT90F,1992,Small,Tier 2,Grocery Store,796.61
FD540M,6.86,NA,0.05,Health and Hygiene,181.98,OUT97Q,1994,Small,Tier 3,Grocery Store,591.38
FD808X,19.49,low,0.28,Dairy,114.68,OUT27V,1993,High,Tier 3,Supermarket Type2,1941.65
FD201D,8.02,regular,0.21,Baking Goods,45.7,OUT60L,2002,Small,Tier 2,Grocery Store,811.83
FD106Y,14.7,low,0.37,Breads,148.39,OUT19A,1993,Small,Tier 3,Grocery Store,570.38
FD815D,20.99,regular,0.19,Snack Foods,131.47,OUT94Z,1989,Small,Tier 3,Grocery Store,535.1
FD137R,12.38,low,0.15,Frozen Foods,191.7,OUT41G,2003,Medium,Tier 3,Grocery Store,672.06
FD250E,11.74,NA,0.01,Household,232.58,OUT87K,1988,High,Tier 3,Supermarket Type2,2778.07
FD394E,20.41,low,0.21,Canned,255.87,OUT77U,2009,Small,Tier 2,Supermarket Type3,2139.86
FD398Q,17.51,low,0.05,Fruits and Vegetables,41.06,OUT20V,1985,Medium,Tier 3,Supermarket Type3,2040.01
FD946F,15.76,regular,0.26,Hard Drinks,39.88,OUT19P,1992,Medium,Tier 3,Supermarket Type2,1720.74
FD953L,10.9,low,0.27,Soft Drinks,221.76,OUT86O,1988,Medium,Tier 1,Grocery Store,760.08
FD761J,14.69,low,0.36,Soft Drinks,132.82,OUT30N,1996,High,Tier 3,Supermarket Type1,1652.88
FD945K,9.14,low,0.11,Others,59.43,OUT64K,2008,High,Tier 2,Supermarket Type2,2416.91
FD339K,5.23,regular,0.05,Soft Drinks,139.47,OUT22A,1995,High,Tier 3,Grocery Store,1341.77
FD105I,20.12,regular,0.27,Canned,34.66,OUT70S,1989,High,Tier 1,Supermarket Type3,2919.88
FD637W,6.94,low,0.09,Soft Drinks,72.16,OUT15A,2007,Medium,Tier 2,Supermarket Type1,1003.74
FD826R,5.48,regular,0.18,Canned,111.31,OUT90Q,1997,Small,Tier 2,Supermarket Type2,1065.88
FD249E,18.06,regular,0.24,Breakfast,105.72,OUT73T,1995,Small,Tier 2,Supermarket Type2,1694.17
FD751Y,21.08,NA,0.22,Health and Hygiene,68.67,OUT51V,1995,Small,Tier 1,Grocery Store,829.23
FD700M,12.81,regular,0.27,Starchy Foods,255.02,OUT10B,1987,Small,Tier 2,Supermarket Type2,1177.37
FD360A,19.33,low,0.32,Hard Drinks,155.04,OUT40D,2003,High,Tier 1,Supermarket Type1,1757.35
FD495R,7.24,low,0.04,Canned,63.39,OUT48X,1997,Medium,Tier 1,Supermarket Type1,1523.82
FD145Y,7.23,low,0.14,Starchy Foods,80.09,OUT64K,1995,High,Tier 3,Grocery Store,1123.58
FD516T,,regular,0.28,Snack Foods,189.69,OUT49A,1996,Small,Tier 2,Supermarket Type2,1585.38
FD778K,9.39,NA,0.12,Household,184.78,OUT29S,1992,Small,Tier 2,Supermarket Type3,2495.72
FD307Y,6.02,low,0.11,Snack Foods,219.45,OUT45K,2006,High,Tier 3,Supermarket Type1,1695.59
FD873C,9.64,regular,0.29,Dairy,179.39,OUT70T,2005,Medium,Tier 2,Supermarket Type2,1366.33
FD599L,10.77,low,0.33,Canned,49.8,OUT97R,1993,Small,Tier 3,Grocery Store,738.41
FD436B,13.8,low,0.29,Fruits and Vegetables,33.96,OUT77K,2000,Small,Tier 1,Grocery Store,805.61
FD950Q,9.28,low,0.34,Seafood,137.04,OUT87Y,1994,High,Tier 2,Supermarket Type1,1553.97
FD696A,5.81,low,0.04,Meat,104.79,OUT97H,2004,Small,Tier 2,Supermarket Type1,876.19
FD932L,,regular,0.07,Canned,151.58,OUT39S,2001,High,Tier 2,Supermarket Type3,3050.25
FD228I,18.81,regular,0.32,Breads,85.86,OUT95M,2008,Medium,Tier 2,Supermarket Type1,1036.38
FD134X,7.53,NA,0.08,Household,63.3,OUT98D,2003,High,Tier 2,Supermarket Type1,1293.81
FD642H,19.75,low,0.19,Meat,120.23,OUT13C,1987,Medium,Tier 2,Supermarket Type2,2285.05
FD165L,12.14,regular,0.21,Hard Drinks,197.3,OUT43X,2000,Medium,Tier 2,Supermarket Type2,2308.3
FD820D,14.45,NA,0.08,Health and Hygiene,69.57,OUT28Z,1985,High,Tier 1,Supermarket Type2,2241.88
FD552H,7.13,NA,0.4,Health and Hygiene,234.08,OUT83Y,2007,High,Tier 1,Supermarket Type3,4170.8
FD941I,8.38,NA,0.34,Household,31.89,OUT57Q,1986,Small,Tier 3,Supermarket Type1,1123.31
FD262L,13.77,regular,0.3,Frozen Foods,76.32,OUT28L,1992,Medium,Tier 1,Supermarket Type2,1828.4
FD467S,8.48,regular,0.24,Dairy,263.5,OUT28Z,2004,Small,Tier 2,Grocery Store,589.48
FD945O,18.72,low,0.3,Baking Goods,134.51,OUT20I,1993,High,Tier 3,Grocery Store,1052.85
FD769N,8.53,low,0.13,Dairy,78.69,OUT92W,1986,High,Tier 1,Supermarket Type2,2945.49
FD812T,14.02,low,0.18,Starchy Foods,83.86,OUT71J,1999,Medium,Tier 2,Supermarket Type2,1562.91
FD824T,20.64,regular,0.08,Hard Drinks,259.2,OUT36Q,2008,Small,Tier 1,Supermarket Type1,1186.62
FD181R,6.29,regular,0.36,Meat,111.87,OUT60E,1992,High,Tier 2,Supermarket Type3,3000.74
FD865C,15.96,low,0.25,Baking Goods,162.28,OUT15H,2001,Small,Tier 1,Supermarket Type1,1136.1
FD921M,7.78,low,0.37,Baking Goods,127.72,OUT24B,2003,Medium,Tier 1,Supermarket Type3,3161.88
FD187I,17.14,regular,0.1,Meat,210.01,OUT77H,2009,Small,Tier 2,Supermarket Type2,1637.78
FD185X,4.76,regular,0.3,Hard Drinks,212.24,OUT17J,1988,High,Tier 2,Supermarket Type3,3262.91
FD242F,13.43,regular,0.08,Others,254.37,OUT83T,1988,High,Tier 3,Supermarket Type2,3031.74
FD623A,,low,0.05,Hard Drinks,140.25,OUT21J,2005,Medium,Tier 1,Supermarket Type3,2750.26
FD914O,,regular,0.05,Fruits and Vegetables,236.42,OUT17M,1989,Small,Tier 3,Supermarket Type2,1456.59
FD704M,19.16,low,0.07,Hard Drinks,216.17,OUT56M,2004,Medium,Tier 2,Supermarket Type2,1761.1
FD432A,5.38,low,0.02,Breakfast,252.54,OUT12A,2005,High,Tier 3,Grocery Store,1151.12
FD277J,14.69,regular,0.34,Starchy Foods,190.02,OUT56K,2000,Small,Tier 3,Supermarket Type1,988.9
FD922F,4.54,NA,0.33,Health and Hygiene,101.41,OUT15Y,2007,Small,Tier 2,Supermarket Type3,2174.42
FD746Z,15.24,low,0.3,Fruits and Vegetables,88.6,OUT10O,1989,High,Tier 1,Grocery Store,998.92
FD826T,4.72,low,0.11,Canned,36.51,OUT38M,2007,Small,Tier 2,Supermarket Type1,759.87
FD818V,11.75,regular,0.03,Seafood,240.58,OUT61C,1989,Small,Tier 2,Supermarket Type2,1698.31
FD182Z,21.2,regular,0.06,Others,261.74,OUT38G,1990,Small,Tier 1,Supermarket Type2,1687.37
FD332N,8.42,regular,0.02,Soft Drinks,148.92,OUT91F,1989,Small,Tier 1,Supermarket Type3,2358.56
FD840V,7.29,regular,0.33,Soft Drinks,146.68,OUT99U,1986,,Tier 2,Supermarket Type1,1146.43
FD694F,18.48,low,0.32,Others,190.85,OUT10W,1988,High,Tier 1,Supermarket Type3,2514.85
FD983D,16.37,low,0.26,Hard Drinks,97.62,OUT77E,1998,Small,Tier 3,Supermarket Type3,2107.39
FD776I,19.99,low,0.19,Hard Drinks,70.42,OUT56U,2006,High,Tier 3,Supermarket Type2,2293.12
FD163T,8.69,NA,0.35,Household,239.38,OUT88K,2002,High,Tier 1,Supermarket Type1,1164.36
FD766R,13.94,NA,0.22,Health and Hygiene,199.54,OUT91M,1995,Medium,Tier 1,Supermarket Type1,940.77
FD845R,,low,0.31,Fruits and Vegetables,65.78,OUT78A,1986,Small,Tier 3,Supermarket Type2,1360.52
FD421C,13.36,regular,0.14,Starchy Foods,141.74,OUT94D,2003,Small,Tier 3,Supermarket Type3,1929.27
FD736P,7.8,low,0.25,Baking Goods,67.63,OUT61S,1993,Medium,Tier 3,Supermarket Type2,1682.33
FD765K,18.13,regular,0.26,Canned,81.19,OUT83A,2001,High,Tier 3,Supermarket Type1,1887.24
FD486K,20.48,low,0.03,Fruits and Vegetables,197.64,OUT88M,1986,High,Tier 2,Supermarket Type1,1790.77
FD386Y,5.63,regular,0.27,Snack Foods,175.55,OUT31V,1994,Medium,Tier 2,Supermarket Type2,2244.75
FD282I,7.8,regular,0.31,Soft Drinks,174.1,OUT21G,1991,High,Tier 3,Supermarket Type1,1812.19
FD484Z,11.32,regular,0.27,Dairy,235.92,OUT86E,2000,Small,Tier 1,Supermarket Type2,1154.85
FD983L,17.76,regular,0.31,Canned,54.24,OUT24P,1998,High,Tier 2,Supermarket Type1,1494.99
FD232L,8.11,regular,0.06,Fruits and Vegetables,48.69,OUT61O,1987,Small,Tier 1,Supermarket Type3,2128.45
FD284R,16.5,regular,0.13,Starchy Foods,256.69,OUT17S,2006,Small,Tier 3,Grocery Store,711.54
FD527A,12.42,low,0.16,Fruits and Vegetables,169.91,OUT95R,2004,Small,Tier 2,Supermarket Type2,1463.96
FD591N,10.12,low,0.31,Seafood,229.39,OUT37H,1997,,Tier 2,Supermarket Type1,905.69
FD378J,6.36,low,0.07,Meat,158.48,OUT15Q,2002,Medium,Tier 1,Supermarket Type2,2257.53
FD643A,12.35,regular,0.08,Starchy Foods,183.34,OUT34X,2007,Medium,Tier 3,Supermarket Type2,1601.49
FD177Y,8.4,low,0.19,Soft Drinks,189.59,OUT29I,1997,High,Tier 3,Grocery Store,774.05
FD431Q,16.17,low,0.1,Meat,127.16,OUT35H,2001,Small,Tier 3,Supermarket Type2,1627.92
FD662K,11.62,low,0.05,Seafood,35.39,OUT28E,2009,Small,Tier 3,Supermarket Type2,1539.57
FD277L,,low,0.14,Starchy Foods,222.34,OUT45A,2007,,Tier 1,Supermarket Type2,1843.47
FD303H,10.08,low,0.34,Meat,49.7,OUT41Q,1987,Medium,Tier 3,Supermarket Type3,2403.9
FD762W,8.65,low,0.14,Starchy Foods,174.47,OUT27G,2000,,Tier 2,Supermarket Type1,924.04
FD215M,9.44,regular,0.26,Soft Drinks,222.31,OUT36I,1989,Small,Tier 3,Grocery Store,819.11
FD284Y,8.49,regular,0.14,Seafood,269.22,OUT25K,1988,Small,Tier 3,Grocery Store,801.64
FD318O,20.06,regular,0.1,Starchy Foods,162.91,OUT75X,1995,Medium,Tier 2,Grocery Store,654.19
FD341H,20.43,NA,0.19,Household,246.54,OUT76R,1985,Medium,Tier 3,Supermarket Type3,2164.69
FD500L,21.1,low,0.21,Breads,255.7,OUT13Y,2006,High,Tier 2,Grocery Store,977.73
FD609E,18.8,regular,0.35,Meat,186.26,OUT39V,1988,Medium,Tier 1,Supermarket Type1,1259.03
FD345N,21.04,low,0.19,Breads,33.51,OUT54M,2006,Medium,Tier 2,Supermarket Type3,2925.42
FD349M,19.28,low,0.39,Soft Drinks,125.38,OUT31P,1993,High,Tier 3,Supermarket Type2,3013.48
FD689W,13.53,NA,0.31,Health and Hygiene,224.7,OUT77X,1994,Small,Tier 2,Supermarket Type2,1832.48
FD734B,6.21,low,0.16,Meat,96.15,OUT30U,1993,High,Tier 3,Supermarket Type1,1852.2
FD104Y,15.39,low,0.21,Seafood,178.29,OUT60Y,1993,Medium,Tier 3,Supermarket Type1,1514.25
FD806Y,21.37,regular,0.16,Meat,174.94,OUT75M,1990,Medium,Tier 3,Supermarket Type3,2608.61
FD591X,11.1,regular,0.27,Others,258.97,OUT16V,1988,Small,Tier 1,Supermarket Type2,1366.33
FD331Z,18.66,low,0.17,Frozen Foods,252.53,OUT73A,2007,Small,Tier 2,Supermarket Type3,1502.72
FD827V,16.16,regular,0.29,Breads,151.9,OUT23V,1993,Medium,Tier 2,Supermarket Type2,2104.87
FD651A,21.15,NA,0.15,Household,264.41,OUT19T,1995,Small,Tier 3,Supermarket Type1,960.5
FD768J,20.23,regular,0.39,Fruits and Vegetables,116.69,OUT31J,1996,Small,Tier 3,Grocery Store,502.35
FD109G,14.66,NA,0.16,Household,55.49,OUT95H,2003,Small,Tier 3,Grocery Store,632.58
FD844T,19.05,regular,0.13,Fruits and Vegetables,58.39,OUT31Q,2002,High,Tier 2,Grocery Store,1181.6
FD804U,7.71,regular,0.24,Frozen Foods,239.08,OUT14P,2008,Medium,Tier 3,Supermarket Type2,2154.98
FD439W,20.96,low,0.3,Frozen Foods,133.08,OUT22L,2000,High,Tier 1,Supermarket Type3,2413.28
FD379W,12.47,regular,0.15,Dairy,172.38,OUT50A,1996,Medium,Tier 3,Supermarket Type1,1010.3
